Customer ID,Total Amount,Quantity,Age,Cluster
CUST917,200,4,57.0,0
CUST918,90,3,42.0,0
CUST919,50,2,22.0,0
CUST920,75,3,28.0,0
CUST921,75,3,51.0,0
CUST922,50,1,41.0,0
CUST923,900,3,32.0,1
CUST924,100,2,55.0,0
CUST925,300,1,25.0,0
CUST926,30,1,22.0,0
CUST927,2000,4,43.0,2
CUST928,1200,4,35.0,1
CUST929,75,3,23.0,0
CUST930,200,4,54.0,0
CUST931,120,4,30.0,0
CUST932,100,4,45.0,0
CUST933,30,1,22.0,0
CUST934,500,1,30.0,0
CUST935,50,1,34.0,0
CUST936,200,4,57.0,0
CUST937,500,1,62.0,0
CUST938,200,4,49.0,0
CUST939,300,1,46.0,0
CUST940,30,1,20.0,0
CUST941,50,2,57.0,0
CUST942,1500,3,51.0,1
CUST943,1200,4,57.0,1
CUST944,50,2,44.0,0
CUST945,25,1,30.0,0
CUST946,2000,4,62.0,2
CUST947,300,1,50.0,0
CUST948,75,3,23.0,0
CUST949,50,2,41.0,0
CUST950,900,3,36.0,1
CUST951,100,2,33.0,0
CUST952,25,1,57.0,0
CUST953,90,3,45.0,0
CUST954,900,3,50.0,1
CUST955,25,1,58.0,0
CUST956,1500,3,30.0,1
CUST957,120,4,60.0,0
CUST958,50,2,62.0,0
CUST959,60,2,42.0,0
CUST960,60,2,59.0,0
CUST961,200,4,53.0,0
CUST962,60,2,44.0,0
CUST963,50,1,55.0,0
CUST964,900,3,24.0,1
CUST965,200,4,22.0,0
CUST966,1000,2,60.0,1
CUST967,25,1,62.0,0
CUST968,900,3,48.0,1
CUST969,900,3,40.0,1
CUST970,2000,4,59.0,2
CUST971,200,4,27.0,0
CUST972,100,4,49.0,0
CUST973,50,1,60.0,0
CUST974,30,1,47.0,0
CUST975,200,4,56.0,0
CUST976,600,2,48.0,0
CUST977,75,3,35.0,0
CUST978,150,3,53.0,0
CUST979,25,1,19.0,0
CUST980,75,3,31.0,0
CUST981,60,2,30.0,0
CUST982,90,3,46.0,0
CUST983,300,1,29.0,0
CUST984,500,1,56.0,0
CUST985,50,2,19.0,0
CUST986,1000,2,49.0,1
CUST987,900,3,30.0,1
CUST988,75,3,63.0,0
CUST989,25,1,44.0,0
CUST990,1000,2,58.0,1
CUST991,100,2,34.0,0
CUST992,60,2,57.0,0
CUST993,150,3,48.0,0
CUST994,1000,2,51.0,1
CUST995,30,1,41.0,0
CUST996,50,1,62.0,0
CUST997,90,3,52.0,0
CUST998,100,4,23.0,0
CUST999,150,3,36.0,0
